-4.9875 0 0
-4.9625 0 0
-4.9375 0 0
-4.9125 0 0
-4.8875 0 0
-4.8625 0 0
-4.8375 0 0
-4.8125 0 0
-4.7875 0 0
-4.7625 0 0
-4.7375 0 0
-4.7125 0 0
-4.6875 0 0
-4.6625 0 0
-4.6375 0 0
-4.6125 0 0
-4.5875 0 0
-4.5625 0 0
-4.5375 0 0
-4.5125 0 0
-4.4875 0 0
-4.4625 0 0
-4.4375 0 0
-4.4125 0 0
-4.3875 0 0
-4.3625 0 0
-4.3375 0 0
-4.3125 0 0
-4.2875 0 0
-4.2625 0 0
-4.2375 0 0
-4.2125 0 0
-4.1875 0 0
-4.1625 0 0
-4.1375 0 0
-4.1125 0 0
-4.0875 0 0
-4.0625 0 0
-4.0375 0 0
-4.0125 0 0
-3.9875 0 0
-3.9625 0 0
-3.9375 0 0
-3.9125 0 0
-3.8875 0 0
-3.8625 0 0
-3.8375 0 0
-3.8125 0 0
-3.7875 0 0
-3.7625 0 0
-3.7375 0 0
-3.7125 0 0
-3.6875 0 0
-3.6625 0 0
-3.6375 0 0
-3.6125 0 0
-3.5875 0 0
-3.5625 0 0
-3.5375 0 0
-3.5125 0 0
-3.4875 0 0
-3.4625 0 0
-3.4375 0 0
-3.4125 0 0
-3.3875 0 0
-3.3625 0 0
-3.3375 0 0
-3.3125 0 0
-3.2875 0 0
-3.2625 0 0
-3.2375 0 0
-3.2125 0 0
-3.1875 0 0
-3.1625 0 0
-3.1375 0 0
-3.1125 0 0
-3.0875 0 0
-3.0625 0 0
-3.0375 0 0
-3.0125 0 0
-2.9875 0 0
-2.9625 0 0
-2.9375 0 0
-2.9125 0 0
-2.8875 0 0
-2.8625 0 0
-2.8375 0 0
-2.8125 0 0
-2.7875 0 0
-2.7625 0 0
-2.7375 0 0
-2.7125 0 0
-2.6875 8.19672e-06 7.98918e-06
-2.6625 0 0
-2.6375 2.45902e-05 1.74842e-05
-2.6125 1.63934e-05 1.09971e-05
-2.5875 6.55738e-05 3.91388e-05
-2.5625 4.91803e-05 2.86299e-05
-2.5375 0.000106557 4.5305e-05
-2.5125 0.000114754 6.56761e-05
-2.4875 0.000172131 7.81703e-05
-2.4625 0.000393443 0.000156984
-2.4375 0.000442623 0.000122732
-2.4125 0.000532787 0.000157187
-2.3875 0.000786885 0.000197947
-2.3625 0.000893443 0.00013739
-2.3375 0.00122951 0.000172521
-2.3125 0.00151639 0.00020207
-2.2875 0.00217213 0.000248855
-2.2625 0.00263934 0.000261243
-2.2375 0.00363934 0.000378933
-2.2125 0.00394262 0.000335059
-2.1875 0.00516393 0.000406627
-2.1625 0.00659836 0.000407679
-2.1375 0.00796721 0.000634958
-2.1125 0.00946721 0.00065869
-2.0875 0.0114262 0.000852861
-2.0625 0.0132787 0.000906173
-2.0375 0.0157377 0.000897307
-2.0125 0.0197213 0.00101355
